order_id,customers_name,phone,email,city,state,product_name,brand_name,category_name,store_name,staffs_name,order_status,order_date,required_date,shipped_date,quantity,list_price,discount,total,month,cepat_kirim,on_time,discount_group,segmentasi_product
925,Conrad Mueller,No Number,conrad.mueller@yahoo.com,Massapequa,NY,Trek Boone 7,Trek,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel,4,2017-06-02,2017-06-05,2017-06-03,2,3499.99,0.2,5599.98,2017-06,1.0,True,High,premium
946,Andreas Mayer,No Number,andreas.mayer@hotmail.com,New Rochelle,NY,Trek Boone 7,Trek,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-06-14,2017-06-16,2017-06-15,1,3499.99,0.05,3324.99,2017-06,1.0,True,Low,premium
951,Tamela Harrell,No Number,tamela.harrell@aol.com,Central Islip,NY,Trek Boone 7,Trek,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel,4,2017-06-16,2017-06-19,2017-06-19,2,3499.99,0.2,5599.98,2017-06,3.0,True,High,premium
1133,Buford Gilbert,No Number,buford.gilbert@yahoo.com,Bellmore,NY,Trek Boone 7,Trek,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel,4,2017-09-19,2017-09-21,2017-09-21,1,3499.99,0.2,2799.99,2017-09,2.0,True,High,premium
1170,Alejandro Haney,No Number,alejandro.haney@msn.com,Wantagh,NY,Trek Boone 7,Trek,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-10-05,2017-10-07,2017-10-06,2,3499.99,0.1,6299.98,2017-10,1.0,True,Medium,premium
1177,Tobie Little,No Number,tobie.little@gmail.com,Victoria,TX,Trek Boone 7,Trek,Cyclocross Bicycles,Rowlett Bikes,Layla Terrell,3,2017-10-12,2017-10-12,,2,3499.99,0.07,6509.98,2017-10,,False,Medium,premium
1219,Gilbert Calhoun,No Number,gilbert.calhoun@msn.com,East Elmhurst,NY,Trek Boone 7,Trek,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel,4,2017-10-30,2017-11-02,2017-11-02,2,3499.99,0.1,6299.98,2017-10,3.0,True,Medium,premium
1224,Catarina Mendez,No Number,catarina.mendez@hotmail.com,West Islip,NY,Trek Boone 7,Trek,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-11-03,2017-11-04,2017-11-04,1,3499.99,0.07,3254.99,2017-11,1.0,True,Medium,premium
1249,Tajuana Rollins,No Number,tajuana.rollins@msn.com,Oswego,NY,Trek Boone 7,Trek,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-11-17,2017-11-18,2017-11-20,1,3499.99,0.05,3324.99,2017-11,3.0,False,Low,premium
1263,Eleanor Mendez,No Number,eleanor.mendez@yahoo.com,Port Chester,NY,Trek Boone 7,Trek,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-11-23,2017-11-26,2017-11-26,1,3499.99,0.05,3324.99,2017-11,3.0,True,Low,premium
1287,Justina Long,No Number,justina.long@aol.com,South El Monte,CA,Trek Boone 7,Trek,Cyclocross Bicycles,Santa Cruz Bikes,Genna Serrano,4,2017-12-07,2017-12-10,2017-12-09,2,3499.99,0.1,6299.98,2017-12,2.0,True,Medium,premium
1288,Corrinne Garrison,No Number,corrinne.garrison@yahoo.com,Victoria,TX,Trek Boone 7,Trek,Cyclocross Bicycles,Rowlett Bikes,Layla Terrell,4,2017-12-07,2017-12-10,2017-12-09,2,3499.99,0.1,6299.98,2017-12,2.0,True,Medium,premium
1318,Abby Gamble,No Number,abby.gamble@aol.com,Amityville,NY,Trek Boone 7,Trek,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-12-27,2017-12-30,2017-12-29,2,3499.99,0.2,5599.98,2017-12,2.0,True,High,premium
1548,Regine Gonzales,(805) 763-4045,regine.gonzales@gmail.com,Oxnard,CA,Trek Boone 7,Trek,Cyclocross Bicycles,Santa Cruz Bikes,Mireya Copeland,1,2018-04-17,2018-04-17,,2,3499.99,0.2,5599.98,2018-04,,False,High,premium
641,Adam Henderson,No Number,adam.henderson@hotmail.com,Los Banos,CA,Electra Townie Original 7D,Electra,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,4,2017-01-07,2017-01-10,2017-01-08,1,489.99,0.2,391.99,2017-01,1.0,True,High,cheap
718,Zelma Browning,No Number,zelma.browning@aol.com,Astoria,NY,Electra Townie Original 7D,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2017-02-16,2017-02-17,2017-02-17,2,489.99,0.1,881.98,2017-02,1.0,True,Medium,cheap
726,Jennell Solis,(507) 421-7354,jennell.solis@hotmail.com,Rochester,NY,Electra Townie Original 7D,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-02-19,2017-02-22,2017-02-20,1,489.99,0.2,391.99,2017-02,1.0,True,High,cheap
756,Sommer Hopkins,No Number,sommer.hopkins@gmail.com,Tonawanda,NY,Electra Townie Original 7D,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-03-06,2017-03-07,2017-03-09,1,489.99,0.1,440.99,2017-03,3.0,False,Medium,cheap
778,Lolita Mosley,(281) 363-3309,lolita.mosley@hotmail.com,Houston,TX,Electra Townie Original 7D,Electra,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,3,2017-03-15,2017-03-15,,1,489.99,0.1,440.99,2017-03,,False,Medium,cheap
816,Shanti Johnston,No Number,shanti.johnston@gmail.com,Staten Island,NY,Electra Townie Original 7D,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-04-03,2017-04-05,2017-04-05,2,489.99,0.2,783.98,2017-04,2.0,True,High,cheap
881,Coleman Boyd,(915) 607-6336,coleman.boyd@yahoo.com,El Paso,TX,Electra Townie Original 7D,Electra,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,4,2017-05-08,2017-05-11,2017-05-11,2,489.99,0.05,930.98,2017-05,3.0,True,Low,cheap
915,Judith Finley,No Number,judith.finley@hotmail.com,Whitestone,NY,Electra Townie Original 7D,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-05-28,2017-05-30,2017-05-30,1,489.99,0.05,465.49,2017-05,2.0,True,Low,cheap
962,Marissa Summers,No Number,marissa.summers@msn.com,Saint Albans,NY,Electra Townie Original 7D,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2017-06-19,2017-06-22,2017-06-20,2,489.99,0.07,911.38,2017-06,1.0,True,Medium,cheap
980,Bettie Glover,No Number,bettie.glover@gmail.com,Euless,TX,Electra Townie Original 7D,Electra,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,4,2017-06-26,2017-06-28,2017-06-27,1,489.99,0.1,440.99,2017-06,1.0,True,Medium,cheap
1012,Eric Hardin,No Number,eric.hardin@gmail.com,Jamaica,NY,Electra Townie Original 7D,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2017-07-18,2017-07-20,2017-07-20,1,489.99,0.2,391.99,2017-07,2.0,True,High,cheap
1040,Mellisa Griffin,No Number,mellisa.griffin@msn.com,Los Banos,CA,Electra Townie Original 7D,Electra,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,4,2017-08-04,2017-08-07,2017-08-05,1,489.99,0.07,455.69,2017-08,1.0,True,Medium,cheap
1085,Hope Cotton,No Number,hope.cotton@aol.com,Redondo Beach,CA,Electra Townie Original 7D,Electra,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,4,2017-08-21,2017-08-23,2017-08-23,1,489.99,0.1,440.99,2017-08,2.0,True,Medium,cheap
1088,Efren Whitfield,No Number,efren.whitfield@gmail.com,Euless,TX,Electra Townie Original 7D,Electra,Cruisers Bicycles,Rowlett Bikes,Kali Vargas,4,2017-08-22,2017-08-23,2017-08-23,1,489.99,0.1,440.99,2017-08,1.0,True,Medium,cheap
1099,Bea Kane,No Number,bea.kane@aol.com,Mahopac,NY,Electra Townie Original 7D,Electra,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-08-28,2017-08-29,2017-08-30,1,489.99,0.1,440.99,2017-08,2.0,False,Medium,cheap
1146,Lamar Greer,No Number,lamar.greer@gmail.com,Levittown,NY,Electra Townie Original 7D,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2017-09-25,2017-09-26,2017-09-28,1,489.99,0.2,391.99,2017-09,3.0,False,High,cheap
1213,Willis Randolph,No Number,willis.randolph@yahoo.com,Harlingen,TX,Electra Townie Original 7D,Electra,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,4,2017-10-27,2017-10-29,2017-10-29,2,489.99,0.07,911.38,2017-10,2.0,True,Medium,cheap
1216,Letisha May,No Number,letisha.may@yahoo.com,North Tonawanda,NY,Electra Townie Original 7D,Electra,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2017-10-28,2017-10-30,2017-10-29,2,489.99,0.1,881.98,2017-10,1.0,True,Medium,cheap
1288,Corrinne Garrison,No Number,corrinne.garrison@yahoo.com,Victoria,TX,Electra Townie Original 7D,Electra,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,4,2017-12-07,2017-12-10,2017-12-09,2,489.99,0.2,783.98,2017-12,2.0,True,High,cheap
1581,Sharla Flynn,(805) 478-7724,sharla.flynn@hotmail.com,Oxnard,CA,Electra Townie Original 7D,Electra,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,2,2018-04-25,2018-04-25,,1,489.99,0.1,440.99,2018-04,,False,Medium,cheap
642,Lizette Ellison,No Number,lizette.ellison@hotmail.com,Port Washington,NY,Sun Bicycles Cruz 3,Sun Bicycles,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2017-01-07,2017-01-09,2017-01-10,2,449.99,0.07,836.98,2017-01,3.0,False,Medium,cheap
794,Shonta Preston,No Number,shonta.preston@msn.com,Utica,NY,Sun Bicycles Cruz 3,Sun Bicycles,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2017-03-23,2017-03-25,2017-03-24,1,449.99,0.2,359.99,2017-03,1.0,True,High,cheap
831,Shiloh Reeves,No Number,shiloh.reeves@msn.com,West Babylon,NY,Sun Bicycles Cruz 3,Sun Bicycles,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2017-04-11,2017-04-12,2017-04-12,1,449.99,0.1,404.99,2017-04,1.0,True,Medium,cheap
922,Romana Barnes,No Number,romana.barnes@yahoo.com,Floral Park,NY,Sun Bicycles Cruz 3,Sun Bicycles,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-05-31,2017-06-01,2017-06-03,1,449.99,0.2,359.99,2017-05,3.0,False,High,cheap
970,Corinna Adams,No Number,corinna.adams@msn.com,Rosedale,NY,Sun Bicycles Cruz 3,Sun Bicycles,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2017-06-22,2017-06-25,2017-06-23,1,449.99,0.1,404.99,2017-06,1.0,True,Medium,cheap
983,Vito Pickett,No Number,vito.pickett@hotmail.com,Canandaigua,NY,Sun Bicycles Cruz 3,Sun Bicycles,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-06-27,2017-06-28,2017-06-29,1,449.99,0.07,418.49,2017-06,2.0,False,Medium,cheap
984,Victor Pittman,No Number,victor.pittman@aol.com,Astoria,NY,Sun Bicycles Cruz 3,Sun Bicycles,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2017-06-27,2017-06-28,2017-06-29,1,449.99,0.2,359.99,2017-06,2.0,False,High,cheap
996,Beryl Bennett,(916) 422-6956,beryl.bennett@aol.com,Sacramento,CA,Sun Bicycles Cruz 3,Sun Bicycles,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,4,2017-07-11,2017-07-12,2017-07-12,2,449.99,0.05,854.98,2017-07,1.0,True,Low,cheap
1006,Olimpia Mays,No Number,olimpia.mays@aol.com,Oakland Gardens,NY,Sun Bicycles Cruz 3,Sun Bicycles,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2017-07-15,2017-07-18,2017-07-17,1,449.99,0.1,404.99,2017-07,2.0,True,Medium,cheap
1011,Travis Goodman,No Number,travis.goodman@yahoo.com,Los Banos,CA,Sun Bicycles Cruz 3,Sun Bicycles,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,4,2017-07-18,2017-07-21,2017-07-21,2,449.99,0.05,854.98,2017-07,3.0,True,Low,cheap
1029,Dannette Guerrero,No Number,dannette.guerrero@gmail.com,San Pablo,CA,Sun Bicycles Cruz 3,Sun Bicycles,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,4,2017-07-29,2017-07-30,2017-08-01,2,449.99,0.1,809.98,2017-07,3.0,False,Medium,cheap
1053,Florrie Little,No Number,florrie.little@yahoo.com,New Rochelle,NY,Sun Bicycles Cruz 3,Sun Bicycles,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-08-10,2017-08-11,2017-08-12,1,449.99,0.1,404.99,2017-08,2.0,False,Medium,cheap
1155,Julia Joyner,No Number,julia.joyner@msn.com,Astoria,NY,Sun Bicycles Cruz 3,Sun Bicycles,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2017-09-30,2017-10-01,2017-10-01,2,449.99,0.05,854.98,2017-09,1.0,True,Low,cheap
1165,Tilda Melton,(248) 767-4165,tilda.melton@msn.com,Troy,NY,Sun Bicycles Cruz 3,Sun Bicycles,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2017-10-02,2017-10-03,2017-10-05,1,449.99,0.07,418.49,2017-10,3.0,False,Medium,cheap
1167,Jule Davenport,No Number,jule.davenport@aol.com,San Carlos,CA,Sun Bicycles Cruz 3,Sun Bicycles,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,4,2017-10-04,2017-10-07,2017-10-06,1,449.99,0.07,418.49,2017-10,2.0,True,Medium,cheap
1173,Dori Alvarez,No Number,dori.alvarez@msn.com,Kingston,NY,Sun Bicycles Cruz 3,Sun Bicycles,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,4,2017-10-08,2017-10-10,2017-10-09,1,449.99,0.05,427.49,2017-10,1.0,True,Low,cheap
1212,Elenore Hensley,No Number,elenore.hensley@hotmail.com,Hamburg,NY,Sun Bicycles Cruz 3,Sun Bicycles,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-10-27,2017-10-30,2017-10-29,2,449.99,0.07,836.98,2017-10,2.0,True,Medium,cheap
1268,Nenita Mooney,No Number,nenita.mooney@hotmail.com,Lawndale,CA,Sun Bicycles Cruz 3,Sun Bicycles,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,4,2017-11-26,2017-11-28,2017-11-29,2,449.99,0.07,836.98,2017-11,3.0,False,Medium,cheap
1510,Emmitt Sanchez,(212) 945-8823,emmitt.sanchez@hotmail.com,New York,NY,Sun Bicycles Cruz 3,Sun Bicycles,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,2,2018-04-09,2018-04-09,,1,449.99,0.1,404.99,2018-04,,False,Medium,cheap
645,Consuela Collier,No Number,consuela.collier@msn.com,North Tonawanda,NY,Electra Sugar Skulls 1 (20-inch) - Girl's,Electra,Children Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-01-08,2017-01-11,2017-01-10,1,299.99,0.07,278.99,2017-01,2.0,True,Medium,cheap
667,Klara Kim,No Number,klara.kim@gmail.com,Rome,NY,Electra Sugar Skulls 1 (20-inch) - Girl's,Electra,Children Bicycles,Baldwin Bikes,Venita Daniel,4,2017-01-22,2017-01-24,2017-01-25,1,299.99,0.1,269.99,2017-01,3.0,False,Medium,cheap
682,Toshia Cardenas,No Number,toshia.cardenas@gmail.com,Amsterdam,NY,Electra Sugar Skulls 1 (20-inch) - Girl's,Electra,Children Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-01-29,2017-01-30,2017-01-30,1,299.99,0.2,239.99,2017-01,1.0,True,High,cheap
746,Vernita Ball,No Number,vernita.ball@gmail.com,Los Banos,CA,Electra Sugar Skulls 1 (20-inch) - Girl's,Electra,Children Bicycles,Santa Cruz Bikes,Genna Serrano,4,2017-03-02,2017-03-04,2017-03-05,1,299.99,0.1,269.99,2017-03,3.0,False,Medium,cheap
758,Kattie Stevenson,No Number,kattie.stevenson@aol.com,Helotes,TX,Electra Sugar Skulls 1 (20-inch) - Girl's,Electra,Children Bicycles,Rowlett Bikes,Layla Terrell,4,2017-03-06,2017-03-08,2017-03-07,1,299.99,0.1,269.99,2017-03,1.0,True,Medium,cheap
782,Trudy Riddle,No Number,trudy.riddle@aol.com,Schenectady,NY,Electra Sugar Skulls 1 (20-inch) - Girl's,Electra,Children Bicycles,Baldwin Bikes,Venita Daniel,4,2017-03-15,2017-03-16,2017-03-18,1,299.99,0.07,278.99,2017-03,3.0,False,Medium,cheap
795,Chere Alston,No Number,chere.alston@gmail.com,Patchogue,NY,Electra Sugar Skulls 1 (20-inch) - Girl's,Electra,Children Bicycles,Baldwin Bikes,Venita Daniel,4,2017-03-23,2017-03-25,2017-03-26,2,299.99,0.05,569.98,2017-03,3.0,False,Low,cheap
853,Gilberte Duke,(915) 903-7860,gilberte.duke@gmail.com,El Paso,TX,Electra Sugar Skulls 1 (20-inch) - Girl's,Electra,Children Bicycles,Rowlett Bikes,Kali Vargas,4,2017-04-21,2017-04-24,2017-04-24,1,299.99,0.05,284.99,2017-04,3.0,True,Low,cheap
862,Jesus Burch,No Number,jesus.burch@hotmail.com,Desoto,TX,Electra Sugar Skulls 1 (20-inch) - Girl's,Electra,Children Bicycles,Rowlett Bikes,Kali Vargas,4,2017-04-27,2017-04-30,2017-04-29,1,299.99,0.2,239.99,2017-04,2.0,True,High,cheap
989,Deandrea Vega,(914) 818-7312,deandrea.vega@gmail.com,Yonkers,NY,Electra Sugar Skulls 1 (20-inch) - Girl's,Electra,Children Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-07-02,2017-07-04,2017-07-03,1,299.99,0.05,284.99,2017-07,1.0,True,Low,cheap
993,Harold O'connor,No Number,harold.o'connor@gmail.com,Santa Cruz,CA,Electra Sugar Skulls 1 (20-inch) - Girl's,Electra,Children Bicycles,Santa Cruz Bikes,Genna Serrano,4,2017-07-09,2017-07-11,2017-07-11,2,299.99,0.07,557.98,2017-07,2.0,True,Medium,cheap
1005,Myung Hooper,No Number,myung.hooper@gmail.com,Elmont,NY,Electra Sugar Skulls 1 (20-inch) - Girl's,Electra,Children Bicycles,Baldwin Bikes,Venita Daniel,4,2017-07-15,2017-07-17,2017-07-16,1,299.99,0.1,269.99,2017-07,1.0,True,Medium,cheap
1011,Travis Goodman,No Number,travis.goodman@yahoo.com,Los Banos,CA,Electra Sugar Skulls 1 (20-inch) - Girl's,Electra,Children Bicycles,Santa Cruz Bikes,Genna Serrano,4,2017-07-18,2017-07-21,2017-07-21,2,299.99,0.2,479.98,2017-07,3.0,True,High,cheap
1050,Felice Guzman,No Number,felice.guzman@hotmail.com,Canyon Country,CA,Electra Sugar Skulls 1 (20-inch) - Girl's,Electra,Children Bicycles,Santa Cruz Bikes,Genna Serrano,4,2017-08-09,2017-08-12,2017-08-12,2,299.99,0.1,539.98,2017-08,3.0,True,Medium,cheap
1097,Whitley Cannon,No Number,whitley.cannon@msn.com,Coram,NY,Electra Sugar Skulls 1 (20-inch) - Girl's,Electra,Children Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-08-27,2017-08-30,2017-08-28,1,299.99,0.05,284.99,2017-08,1.0,True,Low,cheap
1143,Willow Gardner,No Number,willow.gardner@gmail.com,Pleasanton,CA,Electra Sugar Skulls 1 (20-inch) - Girl's,Electra,Children Bicycles,Santa Cruz Bikes,Mireya Copeland,4,2017-09-24,2017-09-26,2017-09-27,1,299.99,0.2,239.99,2017-09,3.0,False,High,cheap
1238,Heather Chaney,No Number,heather.chaney@yahoo.com,Jamestown,NY,Electra Sugar Skulls 1 (20-inch) - Girl's,Electra,Children Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-11-09,2017-11-10,2017-11-11,2,299.99,0.2,479.98,2017-11,2.0,False,High,cheap
1258,Jewell Reyes,No Number,jewell.reyes@hotmail.com,Jackson Heights,NY,Electra Sugar Skulls 1 (20-inch) - Girl's,Electra,Children Bicycles,Baldwin Bikes,Venita Daniel,4,2017-11-20,2017-11-21,2017-11-22,2,299.99,0.05,569.98,2017-11,2.0,False,Low,cheap
1304,Lamar Bush,(716) 294-7174,lamar.bush@msn.com,Buffalo,NY,Electra Sugar Skulls 1 (20-inch) - Girl's,Electra,Children Bicycles,Baldwin Bikes,Marcelene Boyer,4,2017-12-16,2017-12-17,2017-12-17,2,299.99,0.05,569.98,2017-12,1.0,True,Low,cheap
1320,Jessika Bray,No Number,jessika.bray@yahoo.com,San Pablo,CA,Electra Sugar Skulls 1 (20-inch) - Girl's,Electra,Children Bicycles,Santa Cruz Bikes,Genna Serrano,4,2017-12-28,2017-12-30,2017-12-29,2,299.99,0.2,479.98,2017-12,1.0,True,High,cheap
1333,Minerva Decker,(281) 271-6390,minerva.decker@yahoo.com,Houston,TX,Electra Sugar Skulls 1 (20-inch) - Girl's,Electra,Children Bicycles,Rowlett Bikes,Kali Vargas,4,2018-01-06,2018-01-07,2018-01-07,2,299.99,0.1,539.98,2018-01,1.0,True,Medium,cheap
1343,Deanne Parsons,No Number,deanne.parsons@aol.com,Lindenhurst,NY,Electra Sugar Skulls 1 (20-inch) - Girl's,Electra,Children Bicycles,Baldwin Bikes,Marcelene Boyer,4,2018-01-13,2018-01-15,2018-01-14,1,299.99,0.05,284.99,2018-01,1.0,True,Low,cheap
1452,Mireille Puckett,(805) 961-9909,mireille.puckett@hotmail.com,Oxnard,CA,Electra Sugar Skulls 1 (20-inch) - Girl's,Electra,Children Bicycles,Santa Cruz Bikes,Genna Serrano,4,2018-03-20,2018-03-23,2018-03-23,2,299.99,0.1,539.98,2018-03,3.0,True,Medium,cheap
1490,Carline Collier,(559) 810-6070,carline.collier@msn.com,Fresno,CA,Electra Sugar Skulls 1 (20-inch) - Girl's,Electra,Children Bicycles,Santa Cruz Bikes,Genna Serrano,2,2018-04-03,2018-04-03,,1,299.99,0.1,269.99,2018-04,,False,Medium,cheap
645,Consuela Collier,No Number,consuela.collier@msn.com,North Tonawanda,NY,Trek Fuel EX 5 27.5 Plus,Trek,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,4,2017-01-08,2017-01-11,2017-01-10,2,2299.99,0.05,4369.98,2017-01,2.0,True,Low,premium
659,Sheryl Chase,No Number,sheryl.chase@gmail.com,Floral Park,NY,Trek Fuel EX 5 27.5 Plus,Trek,Mountain Bikes,Baldwin Bikes,Venita Daniel,4,2017-01-17,2017-01-19,2017-01-18,2,2299.99,0.05,4369.98,2017-01,1.0,True,Low,premium
665,Syreeta Hendricks,No Number,syreeta.hendricks@msn.com,Mahopac,NY,Trek Fuel EX 5 27.5 Plus,Trek,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,4,2017-01-21,2017-01-22,2017-01-23,2,2299.99,0.2,3679.98,2017-01,2.0,False,High,premium
710,Danny Kim,No Number,danny.kim@msn.com,South Ozone Park,NY,Trek Fuel EX 5 27.5 Plus,Trek,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,4,2017-02-13,2017-02-15,2017-02-16,1,2299.99,0.05,2184.99,2017-02,3.0,False,Low,premium
770,Dorthey Jackson,(281) 926-8010,dorthey.jackson@msn.com,Houston,TX,Trek Fuel EX 5 27.5 Plus,Trek,Mountain Bikes,Rowlett Bikes,Layla Terrell,4,2017-03-09,2017-03-11,2017-03-11,1,2299.99,0.2,1839.99,2017-03,2.0,True,High,premium
776,Yu Mcdonald,No Number,yu.mcdonald@aol.com,Ossining,NY,Trek Fuel EX 5 27.5 Plus,Trek,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,4,2017-03-13,2017-03-15,2017-03-16,2,2299.99,0.2,3679.98,2017-03,3.0,False,High,premium
798,Ana Palmer,(657) 323-8684,ana.palmer@yahoo.com,Anaheim,CA,Trek Fuel EX 5 27.5 Plus,Trek,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,4,2017-03-26,2017-03-28,2017-03-29,1,2299.99,0.2,1839.99,2017-03,3.0,False,High,premium
842,Dung King,No Number,dung.king@aol.com,West Islip,NY,Trek Fuel EX 5 27.5 Plus,Trek,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,4,2017-04-15,2017-04-18,2017-04-16,1,2299.99,0.1,2069.99,2017-04,1.0,True,Medium,premium
853,Gilberte Duke,(915) 903-7860,gilberte.duke@gmail.com,El Paso,TX,Trek Fuel EX 5 27.5 Plus,Trek,Mountain Bikes,Rowlett Bikes,Kali Vargas,4,2017-04-21,2017-04-24,2017-04-24,2,2299.99,0.2,3679.98,2017-04,3.0,True,High,premium
905,Eliana Reese,No Number,eliana.reese@hotmail.com,Woodhaven,NY,Trek Fuel EX 5 27.5 Plus,Trek,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,4,2017-05-23,2017-05-26,2017-05-24,2,2299.99,0.2,3679.98,2017-05,1.0,True,High,premium
915,Judith Finley,No Number,judith.finley@hotmail.com,Whitestone,NY,Trek Fuel EX 5 27.5 Plus,Trek,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,4,2017-05-28,2017-05-30,2017-05-30,1,2299.99,0.2,1839.99,2017-05,2.0,True,High,premium
947,Myesha Burgess,No Number,myesha.burgess@gmail.com,Campbell,CA,Trek Fuel EX 5 27.5 Plus,Trek,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,4,2017-06-15,2017-06-18,2017-06-17,2,2299.99,0.07,4277.98,2017-06,2.0,True,Medium,premium
1112,Alyse Jacobson,No Number,alyse.jacobson@yahoo.com,Massapequa Park,NY,Trek Fuel EX 5 27.5 Plus,Trek,Mountain Bikes,Baldwin Bikes,Venita Daniel,4,2017-09-05,2017-09-08,2017-09-07,1,2299.99,0.07,2138.99,2017-09,2.0,True,Medium,premium
1200,Cesar Jackson,No Number,cesar.jackson@gmail.com,Liverpool,NY,Trek Fuel EX 5 27.5 Plus,Trek,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,4,2017-10-23,2017-10-25,2017-10-26,2,2299.99,0.2,3679.98,2017-10,3.0,False,High,premium
1221,Minnie Compton,No Number,minnie.compton@gmail.com,South Richmond Hill,NY,Trek Fuel EX 5 27.5 Plus,Trek,Mountain Bikes,Baldwin Bikes,Venita Daniel,4,2017-10-31,2017-11-02,2017-11-01,2,2299.99,0.1,4139.98,2017-10,1.0,True,Medium,premium
1226,Kiana Rivera,No Number,kiana.rivera@gmail.com,Richmond Hill,NY,Trek Fuel EX 5 27.5 Plus,Trek,Mountain Bikes,Baldwin Bikes,Venita Daniel,4,2017-11-04,2017-11-07,2017-11-06,1,2299.99,0.1,2069.99,2017-11,2.0,True,Medium,premium
1227,Sharie Whitaker,No Number,sharie.whitaker@hotmail.com,Merrick,NY,Trek Fuel EX 5 27.5 Plus,Trek,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,4,2017-11-04,2017-11-07,2017-11-06,2,2299.99,0.2,3679.98,2017-11,2.0,True,High,premium
1261,Izola Hobbs,No Number,izola.hobbs@gmail.com,Woodhaven,NY,Trek Fuel EX 5 27.5 Plus,Trek,Mountain Bikes,Baldwin Bikes,Venita Daniel,4,2017-11-23,2017-11-25,2017-11-24,1,2299.99,0.1,2069.99,2017-11,1.0,True,Medium,premium
